Payment_type,Credit_type,Invoice_amount,Customer_visit,Customer_Saisfaction
COD,Contract,191913,7,9
GPay,NPL,185901,5,6
Cash,Contract,101976,8,8
Cash,NPL,169032,6,9
COD,Contract,100887,5,6
GPay,Contract,115990,4,6
Cash,NPL,179948,9,8
Cash,Contract,72604,3,9
COD,NPL,127019,9,7
COD,Offerings,198759,3,6
COD,NPL,163495,5,9
GPay,NPL,198476,4,9
Cash,Offerings,131124,9,6
Cash,NPL,58563,8,6
COD,Contract,184868,3,6
Cash,Contract,105545,5,8
GPay,NPL,70442,7,8
GPay,Contract,131359,9,7
Cash,NPL,55359,8,9
COD,Contract,70912,7,9
Cash,NPL,52080,7,8
GPay,NPL,163739,8,7
COD,Offerings,173547,3,7
GPay,Contract,172455,9,6
Cash,NPL,134992,10,6
GPay,Offerings,152932,10,7
GPay,Offerings,85561,7,7
GPay,NPL,165431,4,8
COD,Offerings,134354,8,8
GPay,Offerings,109562,5,7
COD,NPL,124360,3,7
Cash,Offerings,146660,8,9
Cash,Offerings,197306,3,8
GPay,Offerings,71963,4,6
COD,Offerings,109626,8,9
GPay,Contract,70812,6,6
Cash,NPL,123329,5,8
GPay,Offerings,167046,3,7
GPay,Contract,170300,10,8
COD,NPL,113917,3,6
Cash,Offerings,100896,3,8
COD,Offerings,54415,7,8
COD,NPL,124479,9,7
Cash,NPL,100296,5,8
GPay,Contract,80903,5,8
COD,Contract,168986,8,9
Cash,NPL,58780,8,9
Cash,NPL,77184,8,7
Cash,Offerings,77799,9,7
Cash,Contract,148635,4,8
Cash,NPL,91798,10,6
COD,Contract,199912,8,9
COD,Contract,127745,3,6
GPay,NPL,92299,5,8
GPay,NPL,123066,9,7
COD,Offerings,185772,6,9
GPay,NPL,170831,3,8
GPay,Contract,77179,10,9
Cash,Offerings,107867,8,7
Cash,Offerings,161424,5,6
COD,Contract,152968,10,6
COD,NPL,179661,7,7
GPay,Offerings,180717,9,6
Cash,Offerings,87387,10,8
COD,Contract,123419,9,9
COD,Offerings,137739,7,7
COD,Offerings,78635,9,8
COD,Contract,129950,9,7
GPay,Contract,52866,10,8
Cash,Contract,51819,6,8
COD,NPL,154866,4,7
Cash,Offerings,181993,5,6
GPay,Offerings,165287,5,8
COD,Offerings,168056,5,6
COD,NPL,104963,7,7
GPay,Offerings,195537,4,6
GPay,NPL,152406,3,9
COD,Contract,129657,7,6
GPay,NPL,74526,8,7
Cash,Contract,112203,8,6
Cash,Contract,63160,3,7
GPay,Contract,146429,8,6
Cash,Contract,199591,8,7
COD,Offerings,185882,7,9
Cash,NPL,169186,3,7
GPay,Offerings,104786,8,9
Cash,NPL,184850,10,8
Cash,NPL,160623,6,8
GPay,Contract,129525,3,6
Cash,Contract,147612,10,9
Cash,NPL,181435,10,9
GPay,Contract,108439,8,8
GPay,NPL,103009,3,9
Cash,Offerings,118710,4,9
Cash,NPL,160233,3,8
Cash,Contract,146878,4,8
GPay,Offerings,179131,8,6
COD,Contract,130392,7,6
Cash,Offerings,154428,7,8
Cash,NPL,132908,6,8
GPay,Offerings,139709,10,7
Cash,Offerings,116847,10,9
COD,Offerings,185183,8,7
COD,NPL,52928,9,9
Cash,Contract,66332,6,6
Cash,NPL,183122,7,7
COD,Offerings,61212,3,6
Cash,NPL,165979,5,8
COD,NPL,185482,9,7
COD,Offerings,132962,7,6
COD,Contract,86894,5,8
COD,Offerings,144263,4,6
GPay,NPL,115215,3,9
Cash,NPL,130456,6,9
Cash,NPL,86539,6,7
GPay,Contract,88612,8,9
Cash,Offerings,151046,7,8
COD,Contract,80036,3,9
GPay,NPL,96949,6,7
Cash,NPL,148796,5,7
Cash,Offerings,117934,3,9
GPay,NPL,143751,4,8
Cash,NPL,111922,8,8
Cash,Offerings,184512,3,6
Cash,Contract,55945,4,6
GPay,Contract,163157,6,6
COD,NPL,127573,10,6
Cash,Contract,62338,8,8
Cash,NPL,54662,5,7
Cash,Contract,141912,5,9
GPay,NPL,111483,3,6
Cash,NPL,187525,5,8
COD,NPL,57743,4,8
COD,NPL,72704,10,9
COD,Contract,150370,10,7
COD,Offerings,94724,10,7
GPay,Contract,51205,10,9
Cash,Offerings,66530,6,6
Cash,NPL,74392,5,9
GPay,Offerings,101461,8,6
Cash,Contract,141427,7,9
GPay,Offerings,133850,5,9
Cash,Offerings,139906,6,7
GPay,Offerings,145655,8,9
Cash,NPL,160705,5,7
GPay,Offerings,94657,8,6
Cash,Contract,68914,5,6
COD,Offerings,127149,4,7
GPay,Contract,160891,3,8
COD,NPL,178748,6,6
COD,Contract,137747,3,6
COD,NPL,152496,3,8
GPay,NPL,112042,4,6
COD,Contract,199794,10,6
COD,NPL,111690,3,9
GPay,Contract,183763,10,8
COD,NPL,154461,9,9
COD,Contract,114632,4,6
Cash,Offerings,131721,4,7
GPay,NPL,185478,9,9
Cash,Contract,192310,8,7
COD,NPL,66567,6,9
GPay,Contract,173474,6,7
Cash,NPL,188488,7,7
COD,Offerings,114442,4,8
Cash,NPL,77254,8,8
GPay,NPL,165250,7,8
COD,NPL,175770,7,9
COD,Contract,141155,9,8
Cash,Offerings,108266,9,9
COD,NPL,170873,4,6
Cash,NPL,115128,10,6
GPay,NPL,156238,3,7
Cash,Offerings,199503,5,8
GPay,Offerings,145842,7,9
GPay,NPL,84238,3,8
Cash,Offerings,78725,5,7
Cash,NPL,183891,4,9
Cash,Offerings,90075,4,9
COD,Contract,113446,8,9
GPay,Offerings,160461,10,8
Cash,Offerings,107028,5,9
Cash,NPL,115683,3,6
COD,Offerings,174362,3,6
Cash,NPL,103869,3,6
GPay,Offerings,70987,7,8
COD,Contract,81753,7,7
GPay,NPL,69119,8,8
COD,NPL,83479,4,8
Cash,Offerings,74480,6,6
GPay,Contract,88330,6,9
COD,Offerings,71537,7,9
GPay,NPL,182389,4,7
Cash,NPL,152328,9,8
GPay,Offerings,154639,3,7
Cash,NPL,111140,6,9
Cash,Contract,139306,6,7
GPay,NPL,70600,3,6
GPay,Contract,53039,5,6
GPay,Offerings,59579,4,9
GPay,Offerings,125766,10,9
Cash,NPL,148266,10,8
COD,NPL,157489,7,6
Cash,NPL,75141,4,8
COD,Contract,166026,5,7
GPay,Offerings,186904,7,9
GPay,Contract,172058,3,6
GPay,NPL,110330,5,8
Cash,Contract,95586,9,6
Cash,Contract,56213,4,9
COD,Offerings,129387,5,8
COD,NPL,169961,8,7
Cash,Offerings,183416,6,6
COD,NPL,153315,7,9
COD,NPL,112884,6,9
GPay,Contract,152663,8,7
COD,Contract,86226,3,6
GPay,Offerings,146656,6,9
COD,NPL,90175,3,8
Cash,Contract,189079,3,7
GPay,Offerings,137883,4,7
COD,Contract,59248,4,6
Cash,Offerings,65396,3,8
COD,Offerings,148927,4,8
GPay,Offerings,58581,7,6
GPay,Contract,89159,8,7
Cash,NPL,102885,3,9
COD,Offerings,160639,9,6
GPay,NPL,198310,8,6
COD,Offerings,187909,5,9
Cash,Contract,144369,7,7
Cash,Contract,191252,7,8
GPay,NPL,163064,9,8
GPay,NPL,90692,4,6
Cash,Offerings,84653,3,7
COD,Offerings,108512,3,6
GPay,NPL,182881,8,9
GPay,Offerings,177239,3,6
Cash,Offerings,116362,4,8
GPay,Contract,187178,3,7
COD,Contract,155523,9,8
Cash,Offerings,95190,5,8
Cash,Offerings,58138,10,7
GPay,Contract,163360,8,8
COD,Offerings,115122,5,8
Cash,Contract,177374,6,9
Cash,NPL,169733,6,6
GPay,Contract,128573,7,8
Cash,Contract,130509,6,6
COD,Offerings,104457,10,9
COD,NPL,71215,7,7
GPay,NPL,83865,6,6
Cash,Contract,161620,6,6
Cash,Contract,189511,8,6
COD,NPL,103294,7,7
COD,Offerings,188518,5,8
COD,NPL,183971,9,7
Cash,Contract,113688,10,8
COD,Offerings,71629,4,6
COD,Offerings,83570,3,6
COD,Contract,116687,7,8
COD,NPL,89840,8,7
GPay,Offerings,121595,9,7
GPay,Contract,90941,8,8
COD,Offerings,149886,3,6
COD,Offerings,61767,3,9
Cash,Offerings,140767,10,7
Cash,NPL,131355,4,8
COD,Contract,113466,6,8
GPay,NPL,83994,6,8
GPay,NPL,69556,5,7
GPay,Contract,90627,7,9
Cash,Contract,133667,4,9
COD,NPL,52671,4,7
COD,Contract,164575,3,7
GPay,NPL,162351,5,8
COD,Contract,52546,5,7
GPay,Offerings,155966,6,9
GPay,NPL,59286,3,7
GPay,NPL,104704,6,7
GPay,Offerings,89068,5,8
Cash,NPL,52109,3,9
COD,Contract,152653,8,9
Cash,Offerings,172995,6,8
GPay,NPL,175727,10,6
COD,Offerings,173863,8,7
COD,Offerings,98277,5,7
Cash,Offerings,56964,5,9
GPay,Offerings,93496,4,7
GPay,Contract,56552,4,8
Cash,Offerings,56041,8,9
COD,NPL,191097,10,7
GPay,Offerings,72424,4,6
GPay,Offerings,55895,9,8
COD,Contract,87217,8,9
Cash,Offerings,183487,5,7
COD,Contract,102364,7,7
GPay,Contract,162959,10,6
Cash,Offerings,111444,3,6
GPay,NPL,170788,7,9
Cash,Offerings,150978,8,7
GPay,Contract,124314,6,9
Cash,Contract,176636,4,8
GPay,Offerings,59775,5,7
Cash,Contract,170026,7,7
Cash,Contract,95714,6,6
GPay,NPL,125596,7,7
COD,Offerings,113481,9,6
GPay,Offerings,84379,7,9
GPay,Contract,70860,5,6
GPay,Contract,59088,10,7
COD,Contract,80137,6,9
GPay,Offerings,124902,4,7
Cash,Offerings,141413,8,6
COD,Offerings,115828,3,6
COD,NPL,156262,9,9
Cash,Offerings,71095,10,6
Cash,NPL,83494,4,6
Cash,Offerings,73959,5,6
Cash,Offerings,173480,8,6
COD,Offerings,63771,7,7
Cash,Offerings,129368,3,8
COD,Offerings,72621,7,7
COD,Contract,53872,3,6
GPay,Contract,110886,10,7
COD,Offerings,196299,7,8
Cash,NPL,100166,3,8
COD,Offerings,169662,8,8
GPay,Contract,122331,5,7
Cash,Contract,169437,4,6
COD,Contract,51674,6,9
Cash,Offerings,104918,3,6
GPay,NPL,114851,8,6
COD,Offerings,98095,9,8
COD,Offerings,142387,7,9
COD,Contract,53412,4,9
COD,NPL,131725,8,6
COD,Offerings,50552,5,7
GPay,Offerings,137426,4,8
COD,NPL,132843,9,7
COD,Contract,182310,4,7
COD,Offerings,65806,7,6
COD,Contract,197393,8,7
Cash,Offerings,132635,10,9
Cash,Offerings,109732,5,6
Cash,Contract,74387,10,6
GPay,NPL,131057,4,7
COD,NPL,153972,4,9
Cash,NPL,91064,5,7
GPay,Contract,109475,8,7
GPay,Contract,84332,9,6
COD,Offerings,102735,6,8
Cash,NPL,111990,3,6
GPay,NPL,64622,3,8
COD,NPL,181642,7,9
COD,Contract,148145,9,8
Cash,NPL,82536,3,7
GPay,Contract,81211,3,7
GPay,Offerings,165294,5,7
GPay,Offerings,181741,3,7
COD,Offerings,114091,3,7
GPay,NPL,92361,8,9
COD,Offerings,102650,7,9
COD,Contract,95309,4,9
Cash,Offerings,142588,7,9
GPay,Offerings,128206,5,9
COD,Contract,185537,3,9
Cash,Contract,154736,6,6
GPay,Contract,169165,10,6
COD,Offerings,98354,3,7
Cash,Offerings,112832,6,8
GPay,Contract,120220,5,6
GPay,Offerings,140351,7,9
Cash,NPL,96433,8,8
COD,Contract,99584,10,8
Cash,Offerings,95505,6,6
Cash,Contract,130936,7,8
GPay,Offerings,155853,4,6
COD,NPL,176254,5,7
Cash,Contract,74056,6,7
GPay,Offerings,137572,5,8
GPay,Offerings,141715,8,7
GPay,Offerings,148827,10,6
COD,Offerings,113823,7,9
COD,Offerings,192442,3,7
GPay,Offerings,127035,8,9
COD,NPL,112841,6,7
COD,Offerings,84597,3,9
Cash,Offerings,189565,10,8
Cash,NPL,148348,3,6
GPay,Contract,64691,9,9
COD,Offerings,64716,7,7
Cash,Contract,130579,7,6
Cash,NPL,188359,10,9
GPay,Contract,103249,7,9
Cash,NPL,77471,9,7
GPay,Contract,73020,6,6
COD,Offerings,122909,10,8
COD,Contract,185066,10,6
COD,Contract,140658,9,7
COD,Contract,65349,9,8
Cash,Contract,137465,5,8
COD,NPL,191300,5,7
GPay,Offerings,153337,4,8
COD,Offerings,196269,7,9
GPay,Offerings,56582,3,8
COD,Contract,128956,6,6
Cash,Contract,196554,5,7
GPay,Offerings,64223,5,8
Cash,NPL,91430,5,6
Cash,Contract,76740,6,7
COD,Offerings,91065,7,6
Cash,Offerings,177004,9,9
GPay,NPL,96479,6,6
Cash,NPL,111736,6,8
Cash,Offerings,163769,4,8
COD,NPL,132738,4,9
Cash,Offerings,184792,8,6
Cash,Offerings,199696,10,9
Cash,Offerings,61893,3,7
COD,Contract,115616,6,7
Cash,Contract,196365,10,7
COD,Offerings,180557,5,6
COD,NPL,119951,5,8
Cash,Offerings,60110,6,9
Cash,NPL,153992,10,8
GPay,NPL,163096,8,7
GPay,Offerings,90086,7,6
Cash,Contract,73318,10,6
COD,Contract,64795,7,6
GPay,NPL,151912,4,6
Cash,NPL,180029,9,9
COD,Offerings,103202,6,6
GPay,Offerings,93901,4,7
COD,Offerings,126089,8,9
COD,Offerings,61362,8,6
COD,Contract,151165,9,9
GPay,NPL,156613,3,7
COD,NPL,54748,6,6
Cash,Contract,158386,8,9
Cash,NPL,115114,3,7
Cash,NPL,153217,8,9
GPay,Contract,51263,10,8
GPay,Offerings,119781,7,9
GPay,Contract,72534,3,6
COD,NPL,53006,9,6
GPay,Offerings,185008,9,9
Cash,Offerings,132701,7,6
Cash,Contract,125002,4,7
GPay,Offerings,121808,3,8
GPay,Contract,119873,3,8
Cash,Offerings,102070,7,9
COD,Contract,128761,10,8
COD,NPL,76588,4,8
Cash,Offerings,61583,7,6
Cash,Contract,184420,10,6
COD,Contract,172809,3,9
Cash,Offerings,113033,8,8
COD,Contract,117228,8,6
COD,Contract,193108,5,7
Cash,NPL,87976,6,9
GPay,Offerings,145475,7,9
GPay,NPL,162877,5,7
COD,Contract,56338,5,6
COD,NPL,86373,4,6
Cash,NPL,139279,9,8
Cash,Offerings,58644,8,8
GPay,Contract,82591,7,9
COD,NPL,185997,3,6
COD,Offerings,155224,9,6
Cash,Offerings,155473,8,6
GPay,NPL,102194,4,9
COD,NPL,60952,3,7
GPay,Contract,86071,6,6
Cash,Offerings,96448,3,8
GPay,NPL,187284,4,6
GPay,Contract,181712,4,7
Cash,NPL,93044,4,8
Cash,Contract,143027,7,7
COD,Contract,142522,9,9
COD,NPL,89565,5,8
GPay,Contract,86067,5,7
Cash,NPL,57416,8,8
COD,Contract,156942,6,8
Cash,NPL,146940,8,9
COD,NPL,66791,5,6
Cash,NPL,56807,5,6
Cash,Contract,138498,4,8
Cash,Offerings,118820,5,6
GPay,Contract,96932,10,8
GPay,Offerings,176256,7,7
GPay,Offerings,129586,6,7
Cash,Contract,53032,6,8
COD,Offerings,72195,4,9
COD,NPL,88209,3,9
GPay,NPL,148831,10,7
Cash,Offerings,134083,3,9
GPay,Contract,138208,3,8
GPay,NPL,98657,4,9
COD,Offerings,127073,3,6
COD,Contract,71486,9,7
COD,Offerings,156738,3,7
COD,Offerings,132468,6,9
COD,NPL,109872,10,7
Cash,NPL,122615,4,7
GPay,Offerings,60739,4,6
GPay,Contract,50593,6,8
GPay,Contract,154833,10,8
Cash,NPL,162263,8,8
Cash,NPL,162361,9,6
Cash,Contract,87728,3,9
Cash,NPL,133486,4,8
GPay,Offerings,74360,10,8
GPay,Contract,69738,4,6
GPay,Contract,76191,5,8
Cash,NPL,86458,6,9
GPay,Contract,197861,4,6
Cash,Offerings,86175,8,8
COD,NPL,95525,5,9
Cash,NPL,128705,8,9
COD,NPL,85720,3,9
Cash,Offerings,162782,6,7
Cash,NPL,166111,9,8
GPay,Offerings,50350,6,8
COD,Offerings,196563,9,8
COD,NPL,117493,10,9
Cash,Contract,98520,3,6
Cash,NPL,74081,10,7
GPay,Offerings,190111,7,7
COD,NPL,117835,5,9
COD,Offerings,196074,3,7
COD,NPL,156449,4,8
GPay,Offerings,98120,9,8
COD,NPL,139400,10,8
Cash,Offerings,153103,10,6
GPay,Contract,73795,6,9
Cash,NPL,125348,4,9
GPay,NPL,146315,4,8
GPay,Contract,63183,5,9
GPay,NPL,73138,7,9
GPay,Contract,120831,4,9
GPay,Contract,184896,10,6
Cash,Contract,178169,4,9
GPay,Contract,141362,9,9
Cash,Offerings,105848,4,9
GPay,Offerings,80350,3,8
GPay,Contract,179030,10,8
COD,NPL,72770,4,9
GPay,Contract,141382,7,9
Cash,Contract,114186,5,6
GPay,NPL,86968,4,7
COD,Offerings,162061,10,6
Cash,Contract,197966,3,6
GPay,Offerings,158998,9,9
GPay,Offerings,102142,3,7
COD,Contract,65403,8,8
Cash,Contract,91073,3,8
Cash,Contract,71963,8,6
COD,Offerings,166232,3,9
GPay,Contract,149372,3,9
GPay,NPL,170668,10,7
Cash,NPL,102687,7,7
COD,NPL,153680,3,8
GPay,Contract,106836,6,7
Cash,Offerings,107692,9,6
GPay,NPL,187517,8,9
GPay,Offerings,130933,6,9
COD,Offerings,120731,10,9
GPay,NPL,135811,3,7
COD,NPL,137104,6,9
GPay,Contract,54666,4,6
Cash,Offerings,192746,3,7
COD,Contract,129681,6,6
COD,Offerings,96748,6,8
Cash,Contract,91059,4,9
COD,Contract,59206,7,9
Cash,Contract,59461,9,7
Cash,Contract,197350,5,6
Cash,Offerings,94066,9,9
COD,Contract,155730,10,9
COD,Offerings,135834,10,6
Cash,NPL,79965,10,9
COD,Offerings,131208,7,7
GPay,NPL,114287,8,6
GPay,Contract,155607,5,8
COD,Offerings,75397,8,6
GPay,Contract,125626,5,8
Cash,Contract,51069,9,9
COD,Contract,163481,10,8
COD,Contract,65120,10,9
COD,NPL,52292,9,9
COD,Offerings,155374,7,7
COD,Contract,141412,4,9
COD,NPL,128898,7,8
Cash,NPL,84095,3,7
GPay,NPL,107424,7,8
GPay,Offerings,158638,9,8
COD,Offerings,191842,6,8
Cash,NPL,128607,9,9
Cash,NPL,149902,5,8
GPay,Offerings,156844,6,7
GPay,Contract,114993,7,8
GPay,Contract,194050,10,7
Cash,NPL,187369,3,8
Cash,Offerings,171633,8,7
COD,NPL,176342,3,6
Cash,Offerings,160610,6,7
COD,Contract,142662,10,9
COD,Offerings,190267,9,7
COD,Contract,54316,4,7
GPay,Offerings,195609,10,9
COD,Contract,89486,6,8
GPay,Contract,161980,3,9
Cash,Offerings,183433,9,8
COD,NPL,191762,6,9
GPay,Contract,76852,6,9
COD,Contract,65529,7,9
Cash,Contract,63089,10,8
GPay,NPL,120250,6,8
Cash,Contract,56546,10,8
COD,Contract,100102,5,8
GPay,NPL,54103,8,6
Cash,NPL,152844,5,8
Cash,Contract,68825,10,9
GPay,Offerings,122623,6,8
GPay,Contract,73146,7,9
COD,Contract,103497,7,8
COD,Contract,156583,3,7
GPay,NPL,91197,10,8
GPay,Contract,132319,3,9
GPay,Offerings,180443,7,9
COD,NPL,178720,10,9
COD,NPL,112414,9,9
GPay,NPL,63504,5,7
Cash,Offerings,166579,4,8
Cash,NPL,59371,8,6
COD,Contract,101984,7,8
GPay,Contract,158150,10,6
GPay,NPL,189851,4,9
Cash,Offerings,160596,6,7
COD,Offerings,103670,6,9
GPay,Offerings,135688,10,7
COD,Contract,189271,4,8
Cash,NPL,58071,5,7
Cash,Contract,143317,3,6
GPay,NPL,159513,4,7
Cash,Contract,75891,9,8
COD,Offerings,50526,4,8
GPay,Contract,173018,4,8
Cash,Contract,76466,7,9
GPay,Offerings,191721,6,7
GPay,Contract,106074,5,8
Cash,NPL,68887,7,7
Cash,Offerings,78441,9,6
Cash,NPL,165746,3,6
Cash,NPL,140525,3,6
Cash,Contract,151330,4,9
GPay,Contract,131972,3,8
Cash,Offerings,121413,3,7
Cash,Contract,62132,6,6
COD,NPL,121642,9,8
COD,Contract,186734,7,6
GPay,Contract,54314,5,9
Cash,Offerings,190080,4,7
GPay,Offerings,144573,9,7
GPay,NPL,67284,10,9
Cash,Contract,141762,10,7
Cash,Contract,185745,6,8
GPay,NPL,125970,6,9
GPay,Contract,164113,5,8
COD,NPL,61663,10,8
COD,Contract,178873,7,9
GPay,Contract,96910,8,9
Cash,NPL,83936,8,6
GPay,Contract,143309,8,7
COD,Contract,125742,7,9
Cash,Contract,162494,5,7
COD,Offerings,136311,10,7
Cash,NPL,185618,5,7
GPay,NPL,166416,4,7
COD,Contract,137630,10,7
GPay,NPL,52538,9,6
Cash,Offerings,188661,3,6
GPay,Contract,69979,8,6
Cash,NPL,190040,7,8
Cash,Offerings,128981,9,6
GPay,Offerings,157976,8,6
COD,Offerings,63409,5,7
COD,NPL,149901,6,9
COD,NPL,116383,9,8
COD,NPL,197870,7,9
GPay,Offerings,141397,9,6
GPay,NPL,152734,8,8
GPay,Offerings,139463,10,9
COD,Contract,85302,8,8
Cash,Contract,192466,7,7
GPay,Contract,152313,8,6
COD,Contract,154598,4,9
GPay,Offerings,69600,8,6
Cash,Offerings,108311,10,6
Cash,NPL,113395,7,6
GPay,NPL,57805,9,6
GPay,Contract,129803,8,9
Cash,Offerings,135631,10,7
COD,Contract,167143,7,6
Cash,NPL,73471,8,8
Cash,Contract,58134,8,9
Cash,Offerings,157671,9,6
Cash,Offerings,84144,8,8
GPay,NPL,130268,3,7
Cash,Offerings,199032,4,6
GPay,NPL,155258,5,9
GPay,Contract,171797,10,9
COD,Offerings,81427,7,9
Cash,Contract,147773,9,7
GPay,Offerings,190257,8,9
GPay,NPL,142903,4,7
GPay,Contract,71273,4,6
COD,Contract,159471,6,8
COD,NPL,124765,8,9
GPay,NPL,77038,9,9
COD,Offerings,64429,8,8
GPay,Offerings,149725,5,8
COD,NPL,74623,6,8
Cash,NPL,159769,10,9
COD,Offerings,115219,9,9
COD,Contract,85849,9,6
COD,NPL,126378,8,8
GPay,Contract,136720,9,6
GPay,Offerings,150847,8,7
COD,Offerings,86487,7,6
Cash,NPL,195606,5,6
Cash,Contract,87331,7,7
GPay,Offerings,109267,10,7
GPay,NPL,178004,3,6
GPay,Offerings,165037,5,9
COD,Offerings,167833,4,9
GPay,Contract,51882,5,6
COD,Contract,86031,6,7
GPay,Offerings,158379,8,6
COD,Offerings,180777,3,9
GPay,Offerings,155643,7,8
GPay,NPL,60915,8,9
GPay,NPL,118829,10,7
COD,Offerings,130479,9,7
GPay,Contract,104993,9,8
COD,NPL,155557,9,9
GPay,NPL,71875,9,6
Cash,Offerings,170233,6,7
COD,Offerings,113792,3,6
GPay,NPL,176110,9,7
COD,Offerings,186545,8,9
COD,Contract,195855,7,9
COD,Offerings,152294,5,9
COD,Offerings,53270,8,8
Cash,Offerings,65740,8,7
Cash,Contract,123762,4,6
Cash,Contract,104198,9,8
COD,NPL,85704,3,7
Cash,Contract,78295,4,7
Cash,Contract,199869,8,9
COD,Contract,84213,7,9
GPay,NPL,196157,4,6
GPay,Offerings,95193,9,7
COD,NPL,155833,7,8
Cash,NPL,116644,5,9
COD,Offerings,158591,9,9
COD,Offerings,129790,8,7
COD,NPL,118224,10,9
COD,Contract,54832,9,8
COD,Contract,55483,8,8
Cash,Offerings,132276,10,8
Cash,NPL,125680,6,6
GPay,Contract,139957,9,8
Cash,NPL,151435,3,9
COD,Offerings,176056,4,6
Cash,Contract,179080,4,7
COD,NPL,117789,8,8
Cash,Offerings,132000,9,6
GPay,Contract,97762,3,9
COD,NPL,164240,4,7
Cash,Contract,107847,7,6
COD,Contract,191649,10,8
COD,NPL,69157,9,7
COD,NPL,73012,3,9
COD,NPL,165986,8,8
Cash,Offerings,91154,8,9
Cash,NPL,170794,3,6
GPay,Contract,113575,8,7
Cash,Contract,72967,3,7
GPay,Offerings,175649,7,6
COD,Contract,116675,10,8
Cash,NPL,139391,5,9
COD,Contract,78705,9,6
COD,NPL,172560,6,8
Cash,Offerings,70128,3,9
Cash,Contract,196019,8,7
Cash,Offerings,190144,5,7
GPay,Contract,129828,7,6
COD,Offerings,149060,4,7
COD,NPL,111305,9,8
GPay,Offerings,140712,6,6
COD,Offerings,193377,8,7
COD,Contract,69779,5,8
GPay,Offerings,116543,9,6
Cash,Contract,88335,4,8
COD,Contract,142903,9,9
COD,NPL,115945,9,9
COD,NPL,173789,5,9
GPay,NPL,111998,8,6
COD,Contract,51665,8,7
COD,Contract,183029,10,6
Cash,NPL,122044,5,8
COD,NPL,87122,6,7
GPay,NPL,152868,10,7
COD,Offerings,75927,9,7
COD,Contract,91224,10,8
Cash,Offerings,120070,6,9
COD,Contract,101361,10,9
GPay,Offerings,63891,10,6
COD,Contract,52540,9,7
COD,Offerings,107790,7,6
GPay,NPL,111812,8,7
COD,Offerings,195253,9,8
COD,Contract,91805,10,8
GPay,Offerings,140838,10,8
GPay,NPL,82070,10,8
GPay,Contract,119548,9,6
GPay,NPL,67324,10,6
Cash,Offerings,187669,4,8
GPay,Contract,172226,7,6
GPay,NPL,137220,4,8
Cash,Offerings,95542,4,6
COD,NPL,91491,3,6
Cash,Contract,64315,4,8
GPay,Offerings,135019,9,6
Cash,Contract,114985,9,7
Cash,Offerings,116358,8,8
COD,NPL,84594,7,9
COD,Offerings,54616,5,9
GPay,NPL,99370,8,9
GPay,Offerings,53799,6,8
Cash,NPL,150847,7,8
GPay,Contract,165602,6,7
Cash,Offerings,91903,10,6
Cash,Offerings,130239,5,6
GPay,Offerings,66676,4,7
Cash,Contract,174185,6,7
GPay,Contract,183434,9,7
GPay,NPL,174286,9,7
GPay,Offerings,158015,7,6
GPay,NPL,86945,7,7
Cash,NPL,141336,5,6
Cash,Offerings,138542,6,9
COD,Offerings,108032,4,6
Cash,Contract,172355,3,8
GPay,Offerings,68305,8,7
GPay,Offerings,180936,3,8
GPay,Offerings,144843,8,7
COD,Contract,72761,5,7
COD,Contract,52600,8,9
COD,Contract,95638,3,8
GPay,Contract,81208,3,7
COD,Contract,147727,9,7
GPay,Contract,80206,5,6
COD,Offerings,108688,4,8
COD,NPL,195945,6,9
Cash,Contract,105103,8,6
GPay,Contract,119665,6,6
Cash,Contract,95888,9,9
Cash,NPL,178411,6,7
Cash,Contract,141779,3,9
GPay,Contract,127670,3,7
GPay,NPL,99941,6,7
GPay,Offerings,81743,8,7
GPay,Contract,121549,7,6
Cash,NPL,111307,6,6
GPay,Contract,123127,3,6
GPay,NPL,74512,9,6
Cash,Contract,122550,3,8
GPay,Offerings,100185,5,9
Cash,Contract,122757,6,6
GPay,Offerings,55106,6,8
Cash,Contract,90213,9,7
Cash,NPL,53344,8,7
GPay,NPL,136001,10,8
GPay,Contract,194212,7,9
Cash,Contract,146055,3,6
COD,Contract,93866,9,7
Cash,Offerings,59149,10,7
COD,Contract,180491,7,9
Cash,Offerings,102028,5,6
Cash,Contract,161355,9,8
GPay,NPL,108952,4,9
GPay,Offerings,135845,5,7
GPay,NPL,58759,5,7
COD,Contract,66409,3,6
COD,Offerings,177145,10,7
GPay,Offerings,72719,9,8
COD,NPL,175186,3,6
Cash,Offerings,95829,5,9
GPay,Offerings,107676,4,7
GPay,NPL,131007,7,8
GPay,Offerings,50746,8,7
Cash,NPL,173183,9,9
Cash,Contract,131873,10,8
GPay,Offerings,101823,10,9
GPay,NPL,104135,4,9
GPay,NPL,143854,4,9
COD,Offerings,166629,10,9
GPay,Contract,124237,9,7
GPay,Contract,105202,8,7
COD,Contract,196113,8,9
COD,NPL,164367,9,8
COD,Contract,190470,8,6
GPay,Offerings,181447,3,6
Cash,Offerings,151137,3,9
GPay,Contract,195568,10,8
COD,NPL,123431,4,9
GPay,Offerings,107897,10,6
COD,Offerings,137320,9,8
GPay,Contract,121422,4,6
COD,Offerings,164505,9,7
COD,Contract,124754,7,8
Cash,Contract,102066,7,8
GPay,NPL,170903,5,8
COD,Contract,114265,4,7
COD,NPL,55108,5,8
GPay,NPL,170021,6,9
COD,Contract,58214,8,9
