Class_of_Outlet,Type_of_Outlet,Outlet_ID
M,DE,CD09403
M,RE,CD09404
M,HA,CD09405
L,HA,CD09406
VL,RE,CD09407
H,HA,CD09408
VL,DE,CD09409
VL,DE,CD09410
H,HA,CD09411
SH,DE,CD09412
H,DE,CD09413
SH,HA,CD09414
L,HA,CD09415
SH,DE,CD09416
H,RE,CD09417
VL,DE,CD09418
M,DE,CD09419
SH,RE,CD09420
SH,RE,CD09421
VL,RE,CD09422
L,DE,CD09423
M,DE,CD09424
L,DE,CD09425
SH,RE,CD09426
VL,HA,CD09427
SH,DE,CD09428
VL,DE,CD09429
SH,RE,CD09430
SH,DE,CD09431
SH,RE,CD09432
SH,RE,CD09433
VL,HA,CD09434
SH,RE,CD09435
L,DE,CD09436
M,RE,CD09437
H,RE,CD09438
M,DE,CD09439
SH,HA,CD09440
M,DE,CD09441
M,RE,CD09442
M,HA,CD09443
SH,DE,CD09444
VL,DE,CD09445
M,HA,CD09446
M,RE,CD09447
SH,HA,CD09448
M,DE,CD09449
VL,HA,CD09450
L,DE,CD09451
VL,DE,CD09452
M,RE,CD09453
M,DE,CD09454
M,RE,CD09455
L,DE,CD09456
SH,DE,CD09457
H,RE,CD09458
L,HA,CD09459
SH,DE,CD09460
L,RE,CD09461
L,DE,CD09462
VL,DE,CD09463
SH,RE,CD09464
SH,RE,CD09465
VL,RE,CD09466
VL,DE,CD09467
L,RE,CD09468
L,DE,CD09469
L,HA,CD09470
M,HA,CD09471
H,DE,CD09472
SH,HA,CD09473
M,RE,CD09474
L,DE,CD09475
M,HA,CD09476
L,HA,CD09477
M,DE,CD09478
M,HA,CD09479
L,RE,CD09480
M,HA,CD09481
VL,DE,CD09482
H,HA,CD09483
M,RE,CD09484
M,RE,CD09485
L,HA,CD09486
VL,HA,CD09487
L,HA,CD09488
L,DE,CD09489
H,DE,CD09490
VL,RE,CD09491
M,RE,CD09492
SH,HA,CD09493
VL,HA,CD09494
SH,HA,CD09495
M,DE,CD09496
L,DE,CD09497
SH,DE,CD09498
L,RE,CD09499
VL,HA,CD09500
H,DE,CD09501
VL,RE,CD09502
L,DE,CD09503
VL,RE,CD09504
SH,RE,CD09505
SH,RE,CD09506
VL,RE,CD09507
VL,HA,CD09508
M,RE,CD09509
H,DE,CD09510
M,DE,CD09511
L,DE,CD09512
M,DE,CD09513
L,RE,CD09514
L,RE,CD09515
L,DE,CD09516
SH,DE,CD09517
M,DE,CD09518
M,DE,CD09519
M,HA,CD09520
L,HA,CD09521
M,HA,CD09522
SH,HA,CD09523
SH,RE,CD09524
M,RE,CD09525
M,HA,CD09526
M,HA,CD09527
H,RE,CD09528
VL,RE,CD09529
VL,HA,CD09530
M,HA,CD09531
H,HA,CD09532
M,RE,CD09533
SH,DE,CD09534
H,DE,CD09535
SH,HA,CD09536
M,HA,CD09537
L,HA,CD09538
SH,RE,CD09539
VL,HA,CD09540
L,HA,CD09541
L,DE,CD09542
L,RE,CD09543
SH,HA,CD09544
L,HA,CD09545
SH,RE,CD09546
VL,HA,CD09547
H,RE,CD09548
L,HA,CD09549
VL,HA,CD09550
L,DE,CD09551
SH,RE,CD09552
VL,HA,CD09553
M,RE,CD09554
SH,RE,CD09555
L,RE,CD09556
SH,DE,CD09557
SH,HA,CD09558
M,RE,CD09559
SH,HA,CD09560
L,DE,CD09561
L,RE,CD09562
SH,RE,CD09563
SH,HA,CD09564
SH,DE,CD09565
SH,DE,CD09566
M,RE,CD09567
VL,DE,CD09568
VL,DE,CD09569
SH,RE,CD09570
L,HA,CD09571
L,RE,CD09572
H,RE,CD09573
SH,DE,CD09574
L,HA,CD09575
L,HA,CD09576
H,HA,CD09577
H,DE,CD09578
SH,DE,CD09579
SH,RE,CD09580
SH,HA,CD09581
SH,HA,CD09582
SH,DE,CD09583
VL,RE,CD09584
VL,RE,CD09585
VL,RE,CD09586
H,RE,CD09587
H,DE,CD09588
H,HA,CD09589
M,HA,CD09590
SH,HA,CD09591
L,DE,CD09592
L,DE,CD09593
SH,RE,CD09594
H,DE,CD09595
L,HA,CD09596
SH,RE,CD09597
SH,DE,CD09598
L,DE,CD09599
VL,DE,CD09600
SH,RE,CD09601
L,DE,CD09602
SH,HA,CD09603
L,DE,CD09604
VL,DE,CD09605
L,RE,CD09606
L,HA,CD09607
M,RE,CD09608
H,HA,CD09609
SH,HA,CD09610
VL,HA,CD09611
H,RE,CD09612
L,RE,CD09613
M,HA,CD09614
L,DE,CD09615
H,RE,CD09616
VL,HA,CD09617
H,DE,CD09618
VL,HA,CD09619
M,HA,CD09620
VL,HA,CD09621
M,HA,CD09622
H,RE,CD09623
M,RE,CD09624
M,HA,CD09625
M,HA,CD09626
M,RE,CD09627
M,RE,CD09628
M,HA,CD09629
SH,DE,CD09630
M,DE,CD09631
VL,DE,CD09632
M,DE,CD09633
L,DE,CD09634
L,RE,CD09635
M,DE,CD09636
L,HA,CD09637
M,HA,CD09638
M,HA,CD09639
L,DE,CD09640
VL,RE,CD09641
M,RE,CD09642
VL,HA,CD09643
M,HA,CD09644
VL,HA,CD09645
VL,HA,CD09646
M,DE,CD09647
H,RE,CD09648
VL,HA,CD09649
VL,HA,CD09650
H,DE,CD09651
VL,HA,CD09652
H,HA,CD09653
H,DE,CD09654
L,RE,CD09655
SH,RE,CD09656
SH,DE,CD09657
L,DE,CD09658
VL,DE,CD09659
SH,DE,CD09660
VL,DE,CD09661
H,HA,CD09662
H,DE,CD09663
H,RE,CD09664
M,RE,CD09665
M,HA,CD09666
L,DE,CD09667
VL,RE,CD09668
L,HA,CD09669
H,RE,CD09670
SH,RE,CD09671
H,RE,CD09672
H,HA,CD09673
VL,DE,CD09674
M,RE,CD09675
L,HA,CD09676
H,DE,CD09677
L,DE,CD09678
VL,HA,CD09679
M,HA,CD09680
SH,DE,CD09681
H,DE,CD09682
VL,RE,CD09683
H,HA,CD09684
M,HA,CD09685
H,RE,CD09686
L,HA,CD09687
VL,HA,CD09688
H,DE,CD09689
H,RE,CD09690
M,RE,CD09691
VL,HA,CD09692
L,HA,CD09693
VL,DE,CD09694
H,RE,CD09695
H,RE,CD09696
SH,HA,CD09697
SH,HA,CD09698
M,HA,CD09699
H,DE,CD09700
VL,DE,CD09701
L,RE,CD09702
H,RE,CD09703
L,RE,CD09704
VL,RE,CD09705
L,HA,CD09706
H,RE,CD09707
L,DE,CD09708
VL,HA,CD09709
VL,RE,CD09710
VL,DE,CD09711
VL,RE,CD09712
SH,RE,CD09713
M,RE,CD09714
M,HA,CD09715
VL,RE,CD09716
H,RE,CD09717
M,RE,CD09718
VL,HA,CD09719
SH,DE,CD09720
SH,DE,CD09721
L,RE,CD09722
L,RE,CD09723
H,DE,CD09724
VL,RE,CD09725
SH,HA,CD09726
L,DE,CD09727
L,HA,CD09728
SH,HA,CD09729
VL,DE,CD09730
M,DE,CD09731
SH,HA,CD09732
H,RE,CD09733
VL,HA,CD09734
L,RE,CD09735
L,DE,CD09736
M,RE,CD09737
L,RE,CD09738
H,RE,CD09739
VL,HA,CD09740
H,HA,CD09741
M,DE,CD09742
M,RE,CD09743
M,HA,CD09744
H,RE,CD09745
M,RE,CD09746
M,HA,CD09747
M,RE,CD09748
H,DE,CD09749
M,DE,CD09750
M,HA,CD09751
M,HA,CD09752
M,HA,CD09753
H,HA,CD09754
VL,RE,CD09755
VL,DE,CD09756
H,HA,CD09757
M,RE,CD09758
VL,RE,CD09759
M,HA,CD09760
M,RE,CD09761
SH,RE,CD09762
M,HA,CD09763
H,HA,CD09764
M,RE,CD09765
L,DE,CD09766
H,HA,CD09767
SH,HA,CD09768
SH,RE,CD09769
H,DE,CD09770
VL,HA,CD09771
SH,HA,CD09772
VL,RE,CD09773
H,RE,CD09774
VL,RE,CD09775
SH,DE,CD09776
VL,RE,CD09777
M,DE,CD09778
SH,HA,CD09779
SH,DE,CD09780
VL,DE,CD09781
H,DE,CD09782
H,DE,CD09783
M,DE,CD09784
SH,HA,CD09785
VL,DE,CD09786
VL,DE,CD09787
H,RE,CD09788
L,RE,CD09789
VL,RE,CD09790
VL,RE,CD09791
L,HA,CD09792
H,RE,CD09793
SH,RE,CD09794
M,HA,CD09795
VL,HA,CD09796
M,HA,CD09797
H,HA,CD09798
SH,HA,CD09799
SH,RE,CD09800
M,RE,CD09801
L,HA,CD09802
VL,DE,CD09803
M,HA,CD09804
SH,DE,CD09805
H,RE,CD09806
H,RE,CD09807
M,RE,CD09808
H,HA,CD09809
VL,HA,CD09810
VL,DE,CD09811
M,RE,CD09812
SH,DE,CD09813
M,HA,CD09814
H,HA,CD09815
SH,DE,CD09816
H,RE,CD09817
VL,HA,CD09818
L,RE,CD09819
M,RE,CD09820
H,DE,CD09821
L,RE,CD09822
VL,RE,CD09823
M,DE,CD09824
SH,RE,CD09825
SH,RE,CD09826
M,DE,CD09827
SH,HA,CD09828
M,RE,CD09829
H,HA,CD09830
H,RE,CD09831
VL,DE,CD09832
H,RE,CD09833
SH,DE,CD09834
SH,RE,CD09835
SH,RE,CD09836
VL,HA,CD09837
M,RE,CD09838
L,DE,CD09839
VL,DE,CD09840
H,HA,CD09841
SH,DE,CD09842
L,DE,CD09843
H,DE,CD09844
SH,HA,CD09845
M,RE,CD09846
SH,RE,CD09847
L,RE,CD09848
L,DE,CD09849
SH,RE,CD09850
H,DE,CD09851
SH,DE,CD09852
H,DE,CD09853
VL,HA,CD09854
M,RE,CD09855
H,DE,CD09856
SH,HA,CD09857
SH,DE,CD09858
H,HA,CD09859
H,RE,CD09860
M,DE,CD09861
M,RE,CD09862
L,RE,CD09863
H,DE,CD09864
VL,HA,CD09865
H,HA,CD09866
H,RE,CD09867
SH,DE,CD09868
VL,HA,CD09869
SH,DE,CD09870
M,RE,CD09871
M,RE,CD09872
M,HA,CD09873
H,DE,CD09874
L,DE,CD09875
M,RE,CD09876
H,HA,CD09877
M,HA,CD09878
VL,HA,CD09879
VL,RE,CD09880
H,RE,CD09881
M,RE,CD09882
VL,HA,CD09883
M,DE,CD09884
VL,DE,CD09885
H,DE,CD09886
SH,DE,CD09887
VL,DE,CD09888
H,HA,CD09889
L,DE,CD09890
SH,DE,CD09891
M,HA,CD09892
M,RE,CD09893
L,HA,CD09894
M,HA,CD09895
VL,HA,CD09896
H,DE,CD09897
VL,RE,CD09898
H,HA,CD09899
M,HA,CD09900
L,HA,CD09901
M,DE,CD09902
H,RE,CD09903
VL,HA,CD09904
M,HA,CD09905
H,HA,CD09906
H,DE,CD09907
M,HA,CD09908
VL,DE,CD09909
H,RE,CD09910
L,HA,CD09911
SH,DE,CD09912
SH,RE,CD09913
VL,RE,CD09914
H,RE,CD09915
M,DE,CD09916
L,RE,CD09917
H,HA,CD09918
VL,DE,CD09919
VL,RE,CD09920
H,HA,CD09921
VL,HA,CD09922
L,RE,CD09923
M,DE,CD09924
H,DE,CD09925
SH,DE,CD09926
H,DE,CD09927
SH,HA,CD09928
L,DE,CD09929
H,DE,CD09930
H,HA,CD09931
L,HA,CD09932
M,HA,CD09933
VL,RE,CD09934
VL,RE,CD09935
L,HA,CD09936
VL,RE,CD09937
L,DE,CD09938
SH,RE,CD09939
L,RE,CD09940
VL,HA,CD09941
H,HA,CD09942
SH,HA,CD09943
SH,DE,CD09944
VL,RE,CD09945
SH,HA,CD09946
M,DE,CD09947
SH,HA,CD09948
L,HA,CD09949
H,HA,CD09950
SH,HA,CD09951
SH,DE,CD09952
L,DE,CD09953
L,RE,CD09954
L,RE,CD09955
M,HA,CD09956
M,DE,CD09957
SH,HA,CD09958
H,RE,CD09959
M,DE,CD09960
L,RE,CD09961
SH,RE,CD09962
SH,HA,CD09963
H,DE,CD09964
SH,RE,CD09965
SH,RE,CD09966
L,DE,CD09967
H,DE,CD09968
SH,HA,CD09969
VL,HA,CD09970
SH,DE,CD09971
SH,DE,CD09972
L,DE,CD09973
SH,RE,CD09974
M,HA,CD09975
M,HA,CD09976
L,DE,CD09977
L,HA,CD09978
SH,RE,CD09979
M,DE,CD09980
H,HA,CD09981
VL,HA,CD09982
H,HA,CD09983
M,RE,CD09984
VL,HA,CD09985
M,HA,CD09986
L,DE,CD09987
L,HA,CD09988
M,RE,CD09989
L,HA,CD09990
L,RE,CD09991
SH,RE,CD09992
VL,RE,CD09993
L,RE,CD09994
SH,DE,CD09995
VL,RE,CD09996
H,RE,CD09997
VL,HA,CD09998
L,DE,CD09999
