Power Outage (min),Power Downtime (min),Temperature (C),Current Load (kW),Usage Stats,region_stats,date
33729,112,39,11,17,North,2022-12-15 00:00:00
39695,14,41,22,16,West,2023-06-26 00:00:00
18892,45,37,22,20,East,2022-06-22 00:00:00
42665,97,37,22,11,South,2020-01-14 00:00:00
15333,30,38,22,22,North,2023-01-05 00:00:00
24314,20,22,22,20,East,2020-02-06 00:00:00
20881,38,43,22,18,East,2023-09-07 00:00:00
42375,110,18,11,21,South,2020-04-24 00:00:00
39432,40,33,22,22,West,2024-05-16 00:00:00
15422,53,30,11,15,East,2022-04-03 00:00:00
19705,80,21,11,13,North,2022-08-29 00:00:00
33255,46,45,22,19,West,2020-03-31 00:00:00
38774,13,26,22,12,South,2024-10-07 00:00:00
39937,108,15,11,15,North,2022-11-12 00:00:00
37989,92,43,11,19,West,2023-05-15 00:00:00
16218,55,32,11,20,North,2023-10-17 00:00:00
29714,25,29,22,20,East,2024-10-14 00:00:00
38581,15,28,11,18,East,2020-12-09 00:00:00
27882,99,25,22,20,South,2022-06-26 00:00:00
26500,76,32,22,18,West,2024-12-08 00:00:00
31374,48,20,11,22,North,2021-07-16 00:00:00
40826,16,45,22,19,North,2020-12-09 00:00:00
20945,77,22,22,11,South,2022-07-20 00:00:00
36639,54,18,22,14,West,2020-04-13 00:00:00
37501,72,19,11,15,East,2021-12-30 00:00:00
24299,86,33,11,22,North,2024-04-09 00:00:00
18452,108,36,22,16,West,2020-01-12 00:00:00
35249,65,22,22,21,West,2020-08-21 00:00:00
15330,115,25,11,15,East,2020-10-04 00:00:00
26039,85,33,11,13,West,2021-07-16 00:00:00
18989,9,43,22,18,East,2023-04-19 00:00:00
29100,69,19,22,12,West,2022-12-07 00:00:00
23367,52,43,11,21,South,2024-10-13 00:00:00
31761,116,40,11,20,North,2024-07-05 00:00:00
26153,54,44,22,13,South,2021-01-15 00:00:00
42491,73,37,11,19,East,2022-11-22 00:00:00
29312,27,31,11,21,West,2020-09-05 00:00:00
17675,50,18,22,16,East,2021-11-16 00:00:00
34567,116,16,22,17,East,2022-03-16 00:00:00
30121,14,33,11,17,North,2020-08-15 00:00:00
40691,84,18,11,16,North,2022-01-18 00:00:00
20353,94,31,11,15,South,2023-01-25 00:00:00
25838,107,38,11,21,West,2021-11-15 00:00:00
24731,34,35,22,20,West,2024-05-02 00:00:00
18567,32,40,11,22,East,2024-11-06 00:00:00
31328,44,28,22,17,North,2023-10-09 00:00:00
38230,72,17,11,14,North,2020-02-11 00:00:00
40703,83,33,22,20,South,2021-08-20 00:00:00
19293,100,23,11,21,West,2023-05-28 00:00:00
43273,36,16,22,17,South,2021-10-04 00:00:00
26501,90,18,11,20,West,2024-06-10 00:00:00
37522,72,42,11,17,South,2022-05-27 00:00:00
23389,73,19,22,19,South,2020-03-13 00:00:00
44986,53,42,11,16,South,2022-03-29 00:00:00
39291,51,31,22,19,East,2021-04-12 00:00:00
22811,80,37,11,11,West,2023-09-09 00:00:00
35517,110,27,22,12,East,2024-03-04 00:00:00
32577,99,30,11,22,South,2021-08-20 00:00:00
19937,52,26,22,20,West,2023-04-25 00:00:00
18439,23,28,22,14,South,2022-01-10 00:00:00
40658,85,45,22,15,North,2022-01-13 00:00:00
25052,16,45,22,22,West,2023-09-28 00:00:00
39605,71,41,11,22,North,2022-05-01 00:00:00
41693,86,43,11,16,South,2022-12-17 00:00:00
16054,65,21,22,19,East,2021-10-30 00:00:00
15668,23,17,22,13,South,2020-11-10 00:00:00
21001,101,35,11,21,West,2020-12-03 00:00:00
39879,51,16,11,12,South,2023-03-16 00:00:00
29809,41,23,22,12,West,2022-08-23 00:00:00
19611,25,22,22,16,East,2022-06-29 00:00:00
44906,101,21,22,13,South,2024-10-28 00:00:00
38579,54,18,22,14,East,2020-04-07 00:00:00
38166,48,21,11,20,South,2022-11-08 00:00:00
22720,41,19,22,22,West,2022-05-20 00:00:00
36262,63,17,22,22,West,2024-12-27 00:00:00
37889,109,31,11,20,West,2021-04-03 00:00:00
43836,29,34,11,16,North,2022-08-06 00:00:00
17032,56,18,11,11,South,2022-04-17 00:00:00
30790,9,36,11,15,West,2020-10-15 00:00:00
27791,53,19,22,21,East,2022-03-22 00:00:00
36303,68,38,11,18,South,2021-12-01 00:00:00
42959,118,20,11,16,North,2022-10-07 00:00:00
22866,16,41,11,15,North,2020-04-15 00:00:00
44519,115,23,11,11,East,2023-09-28 00:00:00
26040,104,40,22,14,West,2023-03-02 00:00:00
38704,92,37,11,11,West,2022-11-03 00:00:00
33300,17,33,11,21,East,2023-07-29 00:00:00
20668,113,29,11,19,East,2024-06-02 00:00:00
19040,114,21,22,19,North,2020-11-06 00:00:00
17034,120,30,22,14,South,2021-08-12 00:00:00
33258,40,41,11,16,West,2022-12-31 00:00:00
38512,39,45,22,12,East,2020-06-12 00:00:00
42670,24,34,22,16,East,2020-06-17 00:00:00
30633,83,33,22,12,East,2024-08-25 00:00:00
20018,16,43,22,19,South,2022-12-01 00:00:00
22537,5,32,22,12,South,2020-12-05 00:00:00
41647,49,29,22,13,North,2021-02-27 00:00:00
34856,13,31,11,22,West,2023-09-09 00:00:00
26517,17,44,11,16,West,2021-10-30 00:00:00
24918,90,39,11,19,South,2024-01-22 00:00:00
22670,74,20,22,11,South,2023-05-07 00:00:00
23595,74,30,11,20,West,2022-01-02 00:00:00
28901,33,24,22,11,West,2020-02-27 00:00:00
15285,60,24,11,16,North,2024-12-11 00:00:00
36867,57,21,22,14,North,2020-08-11 00:00:00
41916,12,18,22,22,West,2021-04-05 00:00:00
26320,11,44,22,13,West,2021-06-07 00:00:00
33144,48,44,22,14,South,2021-04-26 00:00:00
41495,78,22,11,11,South,2023-11-28 00:00:00
24070,52,34,22,15,West,2020-10-09 00:00:00
22877,62,15,22,16,East,2024-05-17 00:00:00
39211,101,17,11,12,East,2023-06-30 00:00:00
40196,79,45,11,19,East,2021-12-15 00:00:00
25371,55,39,22,21,South,2020-07-21 00:00:00
28130,116,25,22,18,East,2020-06-23 00:00:00
34781,110,31,22,16,East,2020-04-15 00:00:00
38981,96,32,11,22,South,2021-12-15 00:00:00
19954,87,19,22,14,North,2021-06-19 00:00:00
33131,110,33,22,13,East,2021-10-09 00:00:00
29194,30,43,22,17,North,2023-07-25 00:00:00
22201,63,30,11,13,West,2020-04-22 00:00:00
39042,84,35,11,21,South,2023-11-21 00:00:00
34804,48,45,11,19,East,2024-11-12 00:00:00
38930,52,38,22,22,North,2020-12-11 00:00:00
21347,85,28,22,14,North,2023-05-06 00:00:00
33266,100,27,11,22,East,2020-03-24 00:00:00
20718,7,42,11,11,North,2023-01-04 00:00:00
44266,80,20,11,13,East,2020-03-06 00:00:00
19332,89,18,11,20,North,2022-12-13 00:00:00
25609,17,42,11,19,West,2024-02-05 00:00:00
19132,97,33,22,13,North,2021-05-04 00:00:00
43824,78,39,11,19,South,2022-08-11 00:00:00
17812,72,40,22,12,West,2024-07-02 00:00:00
43059,100,40,11,19,East,2020-08-12 00:00:00
24698,60,22,22,20,West,2023-06-16 00:00:00
23999,28,26,11,18,East,2024-10-24 00:00:00
15020,33,19,11,13,South,2024-09-04 00:00:00
34008,64,25,11,14,West,2020-03-01 00:00:00
17158,80,38,22,18,West,2022-11-05 00:00:00
30700,26,26,11,16,West,2023-01-21 00:00:00
16483,117,41,11,11,South,2021-04-07 00:00:00
27344,71,35,22,14,North,2023-06-21 00:00:00
33893,96,19,11,21,North,2021-02-28 00:00:00
28740,59,37,11,22,West,2024-08-21 00:00:00
40997,87,34,22,12,West,2024-02-14 00:00:00
32716,9,17,11,19,East,2024-08-28 00:00:00
24634,106,21,22,15,North,2024-06-27 00:00:00
19501,17,43,11,20,East,2022-01-17 00:00:00
37750,106,36,11,22,South,2024-09-02 00:00:00
38512,8,21,22,22,West,2021-09-16 00:00:00
31024,20,29,11,11,West,2020-05-17 00:00:00
39252,118,45,22,20,West,2020-07-05 00:00:00
42186,98,28,22,21,East,2023-08-28 00:00:00
37828,119,36,11,13,South,2022-06-14 00:00:00
30361,35,40,22,20,East,2024-05-22 00:00:00
36650,49,39,22,17,South,2021-01-24 00:00:00
18987,81,28,22,22,West,2023-04-15 00:00:00
39451,43,42,22,14,East,2020-06-28 00:00:00
37993,80,33,22,18,West,2021-10-18 00:00:00
42511,71,18,11,11,East,2021-08-15 00:00:00
29605,108,39,11,18,South,2020-05-17 00:00:00
18810,63,15,11,20,West,2021-08-23 00:00:00
29701,73,18,22,12,South,2020-04-05 00:00:00
17371,29,19,11,16,North,2022-11-11 00:00:00
20708,61,19,11,16,South,2023-12-17 00:00:00
28713,44,17,22,16,West,2021-08-27 00:00:00
38429,100,25,11,22,North,2022-07-30 00:00:00
32023,36,25,11,22,East,2022-10-19 00:00:00
17215,97,42,22,15,North,2020-02-03 00:00:00
32559,80,43,22,13,East,2022-05-22 00:00:00
37229,75,16,22,20,North,2020-06-15 00:00:00
19333,18,41,11,13,North,2020-01-12 00:00:00
29386,9,34,22,12,West,2021-09-20 00:00:00
18823,104,35,11,20,South,2021-03-17 00:00:00
27659,17,45,11,21,West,2023-01-20 00:00:00
44466,62,24,22,22,West,2022-10-05 00:00:00
15737,57,16,22,13,South,2021-03-19 00:00:00
39877,18,30,11,14,North,2024-10-08 00:00:00
28244,42,42,11,16,West,2020-12-26 00:00:00
35148,51,20,22,19,North,2024-01-19 00:00:00
15391,88,27,22,20,West,2021-06-10 00:00:00
35346,13,35,22,14,North,2020-02-14 00:00:00
26536,48,36,22,22,South,2024-09-01 00:00:00
26380,78,28,22,18,West,2022-12-16 00:00:00
34442,79,25,22,18,West,2022-08-27 00:00:00
32575,106,30,22,20,East,2024-05-17 00:00:00
24383,23,29,22,16,West,2021-11-15 00:00:00
18980,21,29,11,19,South,2024-04-04 00:00:00
15418,68,43,22,19,East,2022-12-13 00:00:00
26403,107,36,11,16,East,2023-11-09 00:00:00
15690,111,17,11,21,South,2021-01-15 00:00:00
15706,71,45,11,17,North,2023-03-01 00:00:00
27002,103,21,22,17,South,2021-04-30 00:00:00
21528,56,45,22,21,East,2021-12-23 00:00:00
44854,11,32,11,21,North,2022-05-04 00:00:00
35514,104,20,11,22,North,2024-10-02 00:00:00
22889,39,34,11,18,South,2022-02-14 00:00:00
37518,95,34,11,21,West,2022-04-02 00:00:00
31870,28,35,11,21,North,2024-12-22 00:00:00
23082,94,44,22,21,South,2021-03-11 00:00:00
21680,119,35,22,18,East,2023-01-21 00:00:00
30888,83,25,22,20,West,2024-07-10 00:00:00
21803,120,30,22,13,West,2020-04-05 00:00:00
16434,88,28,22,14,West,2020-04-14 00:00:00
37875,85,16,11,17,West,2020-04-30 00:00:00
43094,6,29,22,15,East,2023-06-17 00:00:00
34959,107,24,22,22,North,2020-09-13 00:00:00
22302,14,37,22,13,South,2022-12-03 00:00:00
23223,76,29,22,15,North,2021-11-23 00:00:00
31447,48,42,22,14,West,2022-12-22 00:00:00
36180,59,43,22,21,West,2020-11-18 00:00:00
34972,86,32,11,15,South,2020-07-27 00:00:00
27515,21,37,11,11,West,2024-09-14 00:00:00
39086,83,19,11,20,South,2023-03-18 00:00:00
30561,28,44,11,12,West,2023-05-15 00:00:00
33266,56,38,11,22,South,2023-11-15 00:00:00
16257,33,23,22,17,West,2024-03-28 00:00:00
24571,47,27,22,13,West,2020-05-31 00:00:00
23663,99,28,22,14,North,2021-12-26 00:00:00
18775,98,39,22,21,West,2021-10-22 00:00:00
20257,98,15,11,16,North,2023-04-30 00:00:00
40781,79,17,22,15,North,2022-06-19 00:00:00
42880,88,44,22,13,West,2021-09-14 00:00:00
26217,99,32,11,11,South,2023-07-10 00:00:00
26874,41,35,11,16,West,2022-07-08 00:00:00
29652,9,34,22,20,West,2021-11-16 00:00:00
19172,63,28,11,16,South,2024-06-06 00:00:00
31699,17,37,11,18,South,2023-03-30 00:00:00
33565,113,20,22,13,South,2024-12-01 00:00:00
32419,82,41,11,14,North,2024-12-15 00:00:00
17201,116,26,22,17,South,2022-10-24 00:00:00
31145,68,27,22,16,East,2022-05-27 00:00:00
39242,51,17,11,14,West,2021-09-03 00:00:00
28557,58,34,22,20,South,2024-09-29 00:00:00
43064,67,45,22,19,West,2021-07-23 00:00:00
16848,75,19,22,14,South,2022-06-19 00:00:00
29125,96,16,22,18,South,2022-12-18 00:00:00
43154,86,31,11,11,North,2021-08-26 00:00:00
25033,107,33,11,19,East,2024-08-09 00:00:00
17512,38,34,22,13,East,2022-12-02 00:00:00
32246,115,36,22,19,North,2021-04-09 00:00:00
25147,106,15,11,22,South,2020-06-30 00:00:00
18425,58,17,11,19,North,2023-05-21 00:00:00
39676,7,35,11,16,East,2021-04-16 00:00:00
33085,11,42,22,21,East,2020-07-27 00:00:00
20971,46,30,22,11,North,2020-05-04 00:00:00
44038,56,27,22,19,East,2020-02-20 00:00:00
44406,9,20,22,20,West,2022-12-13 00:00:00
38201,75,45,11,11,East,2024-11-20 00:00:00
15566,101,21,22,13,East,2020-10-08 00:00:00
24823,62,35,22,21,East,2021-02-26 00:00:00
36891,115,24,11,12,South,2024-02-16 00:00:00
25923,74,16,22,13,North,2021-08-02 00:00:00
42769,69,21,22,12,South,2023-05-07 00:00:00
25915,26,44,11,16,North,2022-09-26 00:00:00
21864,18,29,22,22,East,2023-11-26 00:00:00
28538,76,30,11,12,North,2024-03-29 00:00:00
36816,19,29,11,15,East,2023-05-12 00:00:00
41611,88,29,22,22,East,2021-05-22 00:00:00
39606,74,44,11,15,West,2023-12-07 00:00:00
44124,50,30,22,16,West,2020-06-12 00:00:00
28820,54,30,11,20,South,2024-01-17 00:00:00
34769,50,20,11,16,East,2021-08-16 00:00:00
35431,87,37,22,20,South,2024-01-30 00:00:00
23531,91,40,11,20,South,2024-10-29 00:00:00
44941,29,20,11,11,South,2023-10-06 00:00:00
32708,106,38,11,22,East,2023-07-11 00:00:00
41973,93,36,22,12,East,2024-05-08 00:00:00
24546,100,25,22,15,North,2021-06-03 00:00:00
15202,105,33,11,14,South,2023-07-19 00:00:00
37456,39,34,11,14,East,2023-08-23 00:00:00
38196,47,21,22,21,West,2023-05-22 00:00:00
41293,8,21,11,13,North,2020-06-21 00:00:00
26793,31,18,11,20,North,2023-12-27 00:00:00
24336,58,15,11,12,West,2024-12-29 00:00:00
38614,14,20,11,14,West,2020-05-27 00:00:00
29657,54,26,22,22,North,2020-08-30 00:00:00
41320,76,17,22,19,North,2024-05-30 00:00:00
36709,43,38,11,22,West,2024-04-01 00:00:00
27059,11,42,22,18,South,2021-03-28 00:00:00
16563,73,15,22,12,West,2024-05-18 00:00:00
34009,45,37,22,22,South,2020-06-15 00:00:00
39327,95,35,11,17,South,2024-09-25 00:00:00
25878,89,22,22,17,North,2024-12-10 00:00:00
31883,100,40,22,13,South,2021-03-20 00:00:00
33009,58,41,11,13,East,2022-07-31 00:00:00
27950,78,26,11,19,West,2023-07-02 00:00:00
22205,67,32,22,15,East,2024-08-03 00:00:00
27870,81,16,22,19,East,2022-03-31 00:00:00
24696,114,15,11,22,North,2021-07-26 00:00:00
17624,107,43,11,15,East,2024-11-20 00:00:00
37658,9,39,22,14,North,2023-06-04 00:00:00
31971,11,20,22,13,East,2023-03-18 00:00:00
15144,120,22,22,12,East,2022-10-15 00:00:00
42361,95,34,22,17,West,2022-01-15 00:00:00
44280,109,34,11,21,South,2020-06-13 00:00:00
25866,120,29,22,16,West,2020-04-15 00:00:00
42189,22,15,22,18,West,2022-09-06 00:00:00
17386,94,24,11,11,East,2021-06-01 00:00:00
24905,94,31,22,19,North,2020-11-28 00:00:00
33283,44,24,22,19,North,2021-10-06 00:00:00
21258,56,28,11,22,East,2024-05-14 00:00:00
33305,112,35,11,20,East,2020-06-29 00:00:00
24896,65,36,11,20,East,2024-08-12 00:00:00
31560,95,44,22,20,North,2022-12-11 00:00:00
33273,111,44,22,14,South,2020-04-11 00:00:00
25773,35,21,22,16,West,2023-04-07 00:00:00
21277,61,44,22,16,East,2024-11-17 00:00:00
39812,103,39,11,13,West,2023-11-07 00:00:00
28015,40,42,11,12,South,2024-03-02 00:00:00
36479,62,44,11,12,North,2021-01-04 00:00:00
23669,90,17,11,14,East,2022-06-22 00:00:00
25285,97,34,22,17,South,2021-05-13 00:00:00
35906,108,32,11,22,East,2020-04-04 00:00:00
23402,61,33,11,17,West,2021-03-09 00:00:00
31217,37,22,11,14,South,2022-08-16 00:00:00
28679,103,42,11,14,East,2024-02-23 00:00:00
34722,73,15,11,14,North,2020-01-10 00:00:00
38025,87,21,11,12,West,2020-09-01 00:00:00
42299,71,21,22,19,South,2022-02-02 00:00:00
25750,54,32,22,18,West,2020-10-15 00:00:00
25532,55,16,22,15,East,2024-08-11 00:00:00
22445,19,24,11,20,South,2022-12-14 00:00:00
21936,116,20,11,12,North,2020-01-13 00:00:00
32559,67,39,22,14,South,2022-01-28 00:00:00
28464,24,32,11,19,East,2022-02-23 00:00:00
42878,102,32,22,13,South,2022-01-31 00:00:00
29928,54,36,22,22,East,2021-11-20 00:00:00
19348,15,16,11,20,North,2020-01-13 00:00:00
31563,88,31,22,19,North,2021-04-12 00:00:00
23526,94,36,11,12,West,2022-08-11 00:00:00
35080,46,22,22,19,South,2023-04-22 00:00:00
41862,91,25,11,16,South,2023-08-08 00:00:00
18634,109,24,22,19,East,2023-05-05 00:00:00
26661,96,35,11,20,North,2021-10-05 00:00:00
20735,96,17,11,19,West,2023-02-03 00:00:00
18609,60,39,22,21,North,2021-07-09 00:00:00
44170,30,30,11,22,West,2020-08-14 00:00:00
18085,29,36,11,13,South,2022-01-07 00:00:00
44287,114,28,22,20,West,2020-07-03 00:00:00
44692,92,40,22,18,North,2020-08-06 00:00:00
31006,92,36,22,12,East,2022-08-04 00:00:00
31244,97,15,11,11,West,2022-04-25 00:00:00
22663,21,35,11,11,West,2021-08-31 00:00:00
19782,89,26,11,11,North,2021-06-29 00:00:00
31170,103,40,22,22,East,2020-12-02 00:00:00
29634,111,44,22,19,East,2023-01-19 00:00:00
35117,95,21,22,18,West,2023-11-13 00:00:00
39802,44,41,22,18,East,2024-08-26 00:00:00
28677,20,34,22,15,North,2024-01-16 00:00:00
24307,75,44,22,20,East,2023-05-05 00:00:00
42478,48,37,22,18,West,2021-03-12 00:00:00
25961,94,15,11,21,East,2024-09-09 00:00:00
39028,11,30,11,19,North,2023-08-16 00:00:00
44894,115,41,22,22,South,2022-06-04 00:00:00
35933,90,42,22,17,West,2024-02-05 00:00:00
41808,101,33,22,15,South,2022-12-02 00:00:00
33811,11,31,11,19,North,2020-05-26 00:00:00
37479,37,35,22,12,North,2023-11-22 00:00:00
29399,92,28,11,12,South,2023-02-21 00:00:00
17002,25,19,11,22,West,2023-08-17 00:00:00
30680,98,19,22,18,North,2024-09-02 00:00:00
44783,82,30,22,19,South,2021-05-24 00:00:00
15951,66,35,11,16,West,2020-09-21 00:00:00
38988,60,15,11,22,West,2020-02-13 00:00:00
33721,94,37,22,19,South,2023-01-11 00:00:00
38199,24,22,22,14,South,2024-09-17 00:00:00
33800,111,23,11,17,South,2022-10-21 00:00:00
42287,49,24,22,22,West,2021-04-21 00:00:00
38199,10,41,11,11,North,2023-10-07 00:00:00
36413,39,35,22,19,South,2021-05-16 00:00:00
25421,77,26,22,14,West,2022-06-07 00:00:00
18908,102,18,22,13,South,2020-02-09 00:00:00
17781,14,37,11,13,North,2024-03-25 00:00:00
41669,79,29,11,21,North,2022-04-22 00:00:00
40718,96,39,11,22,North,2022-02-16 00:00:00
28692,49,20,22,18,East,2024-12-31 00:00:00
39834,30,40,11,19,South,2024-01-09 00:00:00
23124,24,28,11,15,West,2023-07-10 00:00:00
31250,111,20,11,18,West,2022-12-13 00:00:00
23083,58,35,11,11,North,2020-01-01 00:00:00
16418,104,16,22,18,North,2024-02-09 00:00:00
42496,60,37,22,13,North,2023-08-31 00:00:00
30811,72,18,11,15,North,2020-11-22 00:00:00
39999,40,37,22,22,South,2023-11-09 00:00:00
33789,64,28,22,18,East,2021-12-29 00:00:00
23229,92,32,22,21,North,2020-11-14 00:00:00
20242,57,35,22,15,North,2024-10-07 00:00:00
40825,120,16,11,14,South,2021-03-25 00:00:00
34571,39,26,22,15,North,2021-12-07 00:00:00
36815,46,40,11,17,South,2020-04-05 00:00:00
43519,75,32,11,18,West,2020-09-16 00:00:00
33147,43,24,11,16,West,2020-05-16 00:00:00
25486,18,36,11,20,West,2020-11-28 00:00:00
25323,78,36,22,22,South,2021-12-21 00:00:00
36541,99,32,11,21,East,2020-02-04 00:00:00
26589,32,45,11,20,East,2020-01-18 00:00:00
24736,7,32,11,12,West,2022-12-06 00:00:00
39695,51,26,11,14,South,2022-07-13 00:00:00
31805,5,39,11,18,South,2020-12-08 00:00:00
35114,106,23,11,12,East,2020-08-17 00:00:00
30853,45,39,11,16,East,2022-02-28 00:00:00
32728,108,39,22,14,East,2024-07-29 00:00:00
22911,53,41,22,18,West,2020-02-01 00:00:00
21183,110,30,22,20,South,2021-08-26 00:00:00
37687,21,21,22,20,North,2023-12-03 00:00:00
35797,27,16,22,11,North,2024-03-14 00:00:00
26099,29,39,22,15,West,2021-12-27 00:00:00
37971,34,37,22,18,West,2024-06-22 00:00:00
35871,8,28,22,20,South,2021-01-17 00:00:00
22459,99,25,11,21,South,2020-07-08 00:00:00
41514,11,18,11,13,South,2022-09-02 00:00:00
17099,107,40,11,16,South,2021-09-11 00:00:00
38459,85,24,22,18,East,2023-08-05 00:00:00
23295,84,19,22,15,South,2023-05-08 00:00:00
17686,14,27,11,21,West,2024-10-31 00:00:00
42655,53,23,22,17,West,2020-01-22 00:00:00
23199,90,19,11,14,East,2020-10-18 00:00:00
20089,87,35,22,17,East,2022-03-02 00:00:00
21740,42,19,22,21,West,2022-06-02 00:00:00
23280,19,34,22,22,West,2022-10-15 00:00:00
35905,77,33,22,22,East,2021-10-26 00:00:00
32932,43,32,11,15,East,2021-07-18 00:00:00
28592,12,30,22,12,West,2023-03-20 00:00:00
42215,17,16,11,20,North,2023-08-15 00:00:00
31970,120,30,22,17,West,2022-03-10 00:00:00
25680,9,17,11,15,South,2022-08-12 00:00:00
38972,115,17,22,20,South,2020-05-04 00:00:00
36570,59,37,11,13,North,2022-08-21 00:00:00
38029,72,17,11,21,East,2021-01-28 00:00:00
41532,39,24,11,16,South,2023-06-10 00:00:00
25203,77,16,11,18,West,2021-10-26 00:00:00
38135,59,38,11,13,South,2021-05-05 00:00:00
20237,43,35,11,17,East,2023-12-06 00:00:00
31463,111,34,22,18,North,2021-04-14 00:00:00
43049,93,38,11,14,South,2021-03-08 00:00:00
40037,29,43,22,14,West,2021-04-29 00:00:00
37646,40,23,11,19,West,2023-01-10 00:00:00
26584,64,25,22,13,East,2021-06-01 00:00:00
39064,51,29,22,19,East,2024-11-29 00:00:00
27590,38,16,22,13,South,2021-10-19 00:00:00
36760,118,22,11,20,West,2021-02-06 00:00:00
43193,30,44,22,22,North,2024-06-03 00:00:00
18406,41,20,11,21,West,2020-05-21 00:00:00
44224,100,33,22,16,West,2022-10-15 00:00:00
43346,64,29,11,13,East,2024-01-24 00:00:00
15912,55,30,11,18,North,2020-02-13 00:00:00
23701,58,18,11,16,West,2023-10-01 00:00:00
43132,61,33,22,20,South,2022-05-09 00:00:00
23977,70,21,11,22,North,2022-03-22 00:00:00
38982,14,42,11,16,South,2022-05-04 00:00:00
28761,67,20,11,16,South,2023-04-06 00:00:00
20465,92,17,22,12,East,2023-10-09 00:00:00
17675,81,22,11,18,North,2024-01-17 00:00:00
43610,96,40,11,16,South,2022-12-28 00:00:00
23306,12,33,22,21,North,2023-07-26 00:00:00
22662,111,26,22,19,East,2024-06-30 00:00:00
19205,43,36,11,15,East,2024-12-17 00:00:00
42263,106,34,11,20,West,2020-01-17 00:00:00
37274,41,41,11,22,North,2021-03-12 00:00:00
16969,109,37,22,20,West,2020-09-13 00:00:00
44780,81,40,22,22,West,2022-09-25 00:00:00
27605,73,22,22,14,North,2023-05-01 00:00:00
29341,25,26,22,17,West,2020-09-11 00:00:00
21063,72,43,22,15,North,2021-08-06 00:00:00
15597,53,31,22,21,West,2021-02-24 00:00:00
19964,7,32,22,14,South,2023-01-01 00:00:00
35159,12,29,22,17,South,2020-08-08 00:00:00
21672,39,17,22,15,East,2021-03-20 00:00:00
24341,60,19,22,15,West,2022-06-04 00:00:00
44124,41,27,22,17,South,2023-07-18 00:00:00
28266,18,23,11,15,West,2021-05-14 00:00:00
23971,10,34,22,11,South,2022-09-11 00:00:00
39763,19,20,22,19,West,2020-08-23 00:00:00
16331,51,22,22,17,East,2023-02-20 00:00:00
31555,13,20,22,16,South,2023-10-28 00:00:00
22007,79,44,11,12,South,2021-04-29 00:00:00
19085,117,17,11,12,North,2020-06-10 00:00:00
23892,7,29,11,19,East,2020-01-12 00:00:00
21136,49,17,22,22,South,2021-10-05 00:00:00
44442,68,30,22,13,North,2020-04-26 00:00:00
32874,44,20,22,17,South,2020-01-01 00:00:00
34120,71,16,22,12,West,2024-05-20 00:00:00
17617,67,23,11,20,North,2022-12-28 00:00:00
27314,22,32,22,20,South,2022-04-07 00:00:00
37705,69,20,22,14,North,2024-10-27 00:00:00
42738,52,32,22,16,West,2023-03-07 00:00:00
20722,62,24,11,20,West,2023-03-08 00:00:00
24016,120,29,22,12,East,2021-12-11 00:00:00
24220,66,45,22,11,South,2020-02-24 00:00:00
15275,105,36,11,18,East,2024-03-31 00:00:00
26889,58,15,11,13,North,2023-01-08 00:00:00
36267,18,16,11,13,East,2022-08-20 00:00:00
34284,41,18,11,16,West,2024-09-15 00:00:00
36933,120,43,11,20,East,2022-01-21 00:00:00
41522,25,36,11,11,West,2020-09-18 00:00:00
